FILE,TLOC,VG,CHURN,ADD,DEL,TPC,AGE,LAST,BFC,PRE,BEFORE,REFAC,NS_SUM,NS_MAX,NF_SUM,NF_MAX,POST,AFTER
qtdeclarative/src/quick/scenegraph/qsgcontextplugin.cpp,77,10,60,28,32,3,383,87,0,0,0,0,24,21,1099,1092,0,0
qtdeclarative/src/qml/qml/qqmlproxymetaobject_p.h,24,1,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8bindings_p.h,66,11,58,31,27,5,299,87,0,1,1,0,30,21,1181,1092,0,0
qtdeclarative/examples/qml/referenceexamples/binding/person.cpp,75,20,150,144,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/src/qml/qml/qqmlabstractexpression_p.h,51,5,50,25,25,1,281,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/debugger/qqmldebugservice/tst_qqmldebugservice.cpp,155,16,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/debugger/qqmlenginedebugservice/tst_qqmlenginedebugservice.cpp,864,79,52,26,26,2,285,87,0,1,1,0,23,21,1095,1092,0,0
qtdeclarative/src/quick/items/qquickflickable_p_p.h,184,8,61,32,29,4,383,20,0,0,0,0,25,21,1099,1092,0,0
qtdeclarative/tests/auto/quick/qquicktextinput/tst_qquicktextinput.cpp,5034,202,1760,1057,703,25,299,20,0,3,3,0,71,21,1350,1092,5,5
qtdeclarative/src/qml/qml/qqmlintegercache.cpp,31,9,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/particles/qquickgravity_p.h,58,8,50,25,25,1,247,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qmltest/quicktestresult.cpp,489,98,159,128,31,5,579,64,0,0,0,0,34,21,1212,1092,0,0
qtdeclarative/src/quick/items/qquickflipable_p.h,34,1,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlmoduleplugin/invalidFirstCommandModule/plugin.cpp,18,3,117,93,24,2,132,87,0,0,0,0,23,21,1097,1092,0,0
qtdeclarative/src/qml/qml/v8/qjsvalueiterator_impl_p.h,73,17,54,29,25,2,299,87,0,0,0,0,22,21,1093,1092,0,0
qtdeclarative/tests/auto/qml/qqmlinstruction/tst_qqmlinstruction.cpp,565,13,58,29,29,2,299,87,0,0,0,0,22,21,1104,1092,1,1
qtdeclarative/src/particles/qquickv8particledata.cpp,142,151,64,32,32,4,247,87,0,0,0,0,28,21,1205,1092,0,0
qtdeclarative/examples/qml/referenceexamples/default/person.cpp,28,7,90,84,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/src/quick/util/qquicksvgparser_p.h,9,0,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/qml/referenceexamples/methods/birthdayparty.cpp,30,7,92,86,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/src/quick/util/qquickimageprovider.h,30,0,54,27,27,2,287,87,0,0,0,0,27,21,1179,1092,0,0
qtdeclarative/src/qml/qml/qqmlimport.cpp,1164,255,1190,743,447,12,299,30,0,5,5,0,46,21,1187,1092,1,1
qtdeclarative/src/qml/qml/qqmlinfo.cpp,91,17,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,1,1
qtdeclarative/examples/tutorials/gettingStartedQml/parts/part5/filedialog/file.cpp,13,4,68,6,62,2,384,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/qml/qml/ftw/qdeletewatcher_p.h,46,9,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/qml/referenceexamples/attached/person.cpp,60,15,130,124,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/tools/qmleasing/main.cpp,49,7,123,31,92,2,394,28,0,0,0,0,23,21,1100,1092,0,0
qtdeclarative/src/quick/items/qquickimage_p.h,53,1,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/util/qsgvertexcolormaterial.h,13,0,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qquickconnection/tst_qquickconnection.cpp,223,25,460,84,376,4,299,20,0,2,2,0,32,21,1145,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8sequencewrapper_p.h,42,0,58,33,25,4,299,87,0,1,1,0,26,21,1107,1092,0,0
qtdeclarative/src/qml/qml/parser/qqmljsast.cpp,696,195,83,55,28,3,299,2,0,0,0,0,23,21,1108,1092,0,0
qtdeclarative/tests/auto/qml/qrcqml/tst_qrcqml.cpp,65,5,115,86,29,4,204,87,0,1,1,0,26,21,1099,1092,0,0
qtdeclarative/src/qml/qml/qqmldirparser.cpp,222,52,122,81,41,4,299,87,0,1,1,0,28,21,1155,1092,0,0
qtdeclarative/tests/auto/qml/qquicklistmodelworkerscript/tst_qquicklistmodelworkerscript.cpp,619,54,97,44,53,2,245,87,0,1,1,0,25,21,1118,1092,0,0
qtdeclarative/src/quick/util/qquickbind.cpp,125,30,367,29,338,5,299,20,0,2,2,0,34,21,1267,1092,0,0
qtdeclarative/src/qml/qml/v8/qjsvalueiterator.cpp,38,7,51,26,25,2,299,18,0,0,0,0,22,21,1097,1092,0,0
qtdeclarative/src/qml/qml/v8/qjsconverter_p.h,19,1,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/context2d/qquickcontext2dcommandbuffer.cpp,426,85,61,34,27,3,383,87,0,0,0,0,23,21,1101,1092,1,1
qtdeclarative/src/qml/animations/qpauseanimationjob_p.h,18,1,50,24,26,2,299,51,0,0,0,0,23,21,1102,1092,0,0
qtdeclarative/tests/auto/quick/qquickitem2/tst_qquickitem.cpp,1300,69,652,368,284,7,299,41,0,1,1,0,41,21,1238,1092,1,1
qtdeclarative/tests/auto/quick/qquickpathview/tst_qquickpathview.cpp,1598,86,857,575,282,13,299,14,0,5,5,0,50,21,1283,1092,1,1
qtdeclarative/src/quick/items/qquickitem.cpp,3395,903,3183,2054,1129,34,383,19,0,8,8,0,89,21,1575,1092,6,6
qtdeclarative/tests/benchmarks/qml/typeimports/tst_typeimports.cpp,70,9,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlnotifier/tst_qqmlnotifier.cpp,198,41,372,348,24,4,119,70,0,1,1,0,26,21,1106,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8qobjectwrapper_p.h,100,7,70,35,35,2,299,87,0,1,1,0,23,21,1114,1092,0,0
qtdeclarative/tests/auto/quick/qquickpositioners/tst_qquickpositioners.cpp,1601,110,645,322,323,6,299,64,0,1,1,0,37,21,1262,1092,1,1
qtdeclarative/src/qml/doc/snippets/qml/qtbinding/signals-qml/main.cpp,10,1,21,11,10,2,224,87,0,1,1,0,22,21,1099,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8stringwrapper.cpp,26,7,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/modelviews/abstractitemmodel/main.cpp,15,0,82,6,76,2,87,8,0,1,1,0,23,21,1101,1092,0,0
qtdeclarative/tests/auto/quick/qquickview/tst_qquickview.cpp,147,5,214,107,107,3,299,87,0,0,0,0,28,21,1191,1092,1,1
qtdeclarative/src/qml/qml/v8/qjsengine.h,65,8,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/doc/snippets/qml/qtbinding/properties-qml/main.cpp,12,1,14,7,7,2,224,87,0,1,1,0,22,21,1099,1092,0,0
qtdeclarative/src/particles/qquicktargetdirection_p.h,113,21,50,25,25,1,247,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquickstate_p.h,118,8,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlmoduleplugin/plugin.2.1/plugin.cpp,30,5,50,25,25,2,299,87,0,0,0,0,25,21,1109,1092,0,0
qtdeclarative/examples/qml/referenceexamples/default/main.cpp,23,4,87,81,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/src/qml/qml/v8/qjsengine.cpp,131,26,69,38,31,5,299,15,0,1,1,0,29,21,1154,1092,0,0
qtdeclarative/src/quick/items/qquickshadereffectmesh_p.h,36,3,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgdistancefieldglyphnode_p_p.h,72,13,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickvisualdatamodel_p.h,142,4,59,29,30,4,383,87,0,1,1,0,28,21,1127,1092,0,0
qtdeclarative/src/particles/qquickturbulence.cpp,113,36,53,27,26,2,247,87,0,0,0,0,25,21,1184,1092,0,0
qtdeclarative/tests/auto/quick/touchmouse/tst_touchmouse.cpp,616,27,1432,1178,254,9,174,20,0,0,0,0,43,21,1275,1092,0,0
qtdeclarative/tools/qmlprofiler/qpacketprotocol.h,53,0,50,25,25,1,275,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/qml/referenceexamples/coercion/person.cpp,28,7,91,85,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/tests/auto/particles/qquickfriction/tst_qquickfriction.cpp,76,9,52,26,26,2,421,87,0,0,0,0,23,21,1107,1092,0,0
qtdeclarative/src/quick/items/context2d/qquickcanvascontext_p.h,24,0,52,26,26,2,313,87,0,0,0,0,22,21,1101,1092,0,0
qtdeclarative/src/quick/util/qquickpath_p_p.h,20,1,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/cmake/test_modules/main.cpp,6,1,152,76,76,3,153,48,0,0,0,0,23,21,1094,1092,0,0
qtdeclarative/tests/auto/particles/qquickgroupgoal/tst_qquickgroupgoal.cpp,37,4,50,25,25,1,420,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgpathsimplifier.cpp,1394,233,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquicksmoothedanimation_p_p.h,69,1,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/util/qsgflatcolormaterial.cpp,79,13,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickpincharea.cpp,271,54,210,78,132,7,383,4,0,1,1,0,40,21,1359,1092,0,0
qtdeclarative/examples/qml/referenceexamples/valuesource/person.h,49,0,117,111,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/examples/tutorials/extending/chapter3-bindings/piechart.cpp,36,8,98,6,92,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/quick/util/qquickfontloader.cpp,159,28,55,28,27,3,299,87,0,1,1,0,27,21,1229,1092,0,0
qtdeclarative/tests/auto/quick/shared/visualtestutil.cpp,27,7,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickvisualitemmodel_p.h,93,11,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/v8/qqmlbuiltinfunctions.cpp,852,209,385,330,55,9,299,18,0,3,3,0,37,21,1143,1092,1,1
qtdeclarative/src/quick/items/qquickpathview_p.h,185,8,68,43,25,4,383,87,0,2,2,0,27,21,1105,1092,0,0
qtdeclarative/examples/qml/referenceexamples/properties/person.h,15,0,75,69,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/tools/qmlmin/main.cpp,494,117,166,109,57,4,457,8,0,0,0,0,28,21,1138,1092,0,0
qtdeclarative/src/qml/qml/qqmllist_p.h,18,2,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquicktimer.cpp,143,29,383,28,355,4,299,20,0,2,2,0,30,21,1241,1092,0,0
qtdeclarative/src/qml/qml/v8/qscripttools_p.h,22,3,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/quick/qquickvisualdatamodel/tst_qquickvisualdatamodel.cpp,3462,191,719,596,123,15,299,57,0,3,3,0,53,21,1278,1092,1,1
qtdeclarative/src/particles/qquickgravity.cpp,20,4,53,27,26,2,247,87,0,0,0,0,25,21,1184,1092,0,0
qtdeclarative/examples/particles/system/main.cpp,1,1,94,47,47,3,173,9,0,0,0,0,30,21,1161,1092,0,0
qtdeclarative/src/quick/items/qquickborderimage_p_p.h,35,4,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/animation/qsequentialanimationgroupjob/tst_qsequentialanimationgroupjob.cpp,1223,61,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickimagebase_p.h,54,0,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tools/qmltestrunner/main.cpp,4,1,50,25,25,1,579,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tools/qmlprofiler/commandlistener.cpp,20,5,48,24,24,1,303,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/qqmlglobal.cpp,250,86,94,57,37,4,274,23,0,2,2,0,28,21,1143,1092,0,0
qtdeclarative/src/qml/qml/qqmlcomponentattached_p.h,28,4,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickvisualdatamodel_p_p.h,272,22,52,25,27,2,362,87,0,0,0,0,22,21,1095,1092,0,0
qtdeclarative/tests/auto/qml/qqmlmetatype/tst_qqmlmetatype.cpp,149,15,64,39,25,2,299,87,0,0,0,0,24,21,1118,1092,0,0
qtdeclarative/tests/auto/particles/qquickimageparticle/tst_qquickimageparticle.cpp,268,15,62,31,31,2,421,87,0,0,0,0,23,21,1107,1092,0,0
qtdeclarative/src/quick/items/qquicklistview_p.h,121,9,97,47,50,6,383,87,0,2,2,0,31,21,1116,1092,0,0
qtdeclarative/tests/auto/qml/debugger/shared/qqmldebugclient.h,53,0,48,24,24,1,285,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlmoduleplugin/nonstrictModule/plugin.cpp,18,3,119,95,24,2,141,87,0,1,1,0,23,21,1111,1092,0,0
qtdeclarative/examples/tutorials/extending/chapter1-basics/main.cpp,10,1,69,6,63,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/qml/doc/snippets/qml/integrating-javascript/scarceresources/avatarExample.h,18,4,12,6,6,1,224,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/benchmarks/qml/holistic/testtypes.cpp,40,4,64,32,32,2,299,87,0,1,1,0,26,21,1113,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgadaptationlayer.cpp,176,36,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/tutorials/extending/chapter6-plugins/pieslice.cpp,35,8,98,6,92,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/qml/qml/qqmlcompiler_p.h,316,22,60,31,29,5,299,87,0,1,1,0,30,21,1178,1092,0,0
qtdeclarative/tests/auto/qml/qqmltranslation/tst_qqmltranslation.cpp,74,4,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8include.cpp,143,22,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/particles/qquickpointdirection.cpp,17,2,53,27,26,2,247,87,0,0,0,0,25,21,1184,1092,0,0
qtdeclarative/src/quick/items/qquickwindowmanager.cpp,194,44,1514,281,1233,12,377,33,0,0,0,0,37,21,1205,1092,0,0
qtdeclarative/src/quick/items/context2d/qquickcontext2dtexture.cpp,499,100,349,116,233,3,383,87,0,0,0,0,23,21,1108,1092,0,0
qtdeclarative/tests/auto/quick/qquickpath/tst_qquickpath.cpp,153,7,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/customitems/maskedmousearea/maskedmousearea.cpp,80,18,153,147,6,2,131,87,0,0,0,0,26,21,1160,1092,1,1
qtdeclarative/tests/benchmarks/qml/js/qjsengine/tst_qjsengine.cpp,185,20,51,24,27,2,299,15,0,0,0,0,24,21,1109,1092,0,0
qtdeclarative/src/qml/animations/qabstractanimationjob_p.h,134,23,55,27,28,3,299,51,0,0,0,0,25,21,1111,1092,0,0
qtdeclarative/src/quick/items/context2d/qquickcontext2dtile_p.h,47,7,52,26,26,2,383,87,0,0,0,0,22,21,1101,1092,0,0
qtdeclarative/src/quick/items/qquicktextinput.cpp,2655,716,553,331,222,21,383,20,0,5,5,0,64,21,1467,1092,3,3
qtdeclarative/src/qml/qml/qqmlcleanup.cpp,33,9,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/localstorage/localstorage/main.cpp,1,1,94,47,47,3,131,9,0,0,0,0,34,21,1225,1092,0,0
qtdeclarative/src/quick/util/qquickconnections_p.h,35,0,150,25,125,2,299,20,0,1,1,0,24,21,1104,1092,0,0
qtdeclarative/src/plugins/qmltooling/shared/qpacketprotocol.cpp,223,43,48,24,24,1,275,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/util/qsgtexturematerial.h,35,9,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/util/qsgtexturematerial_p.h,26,0,64,39,25,2,383,87,0,1,1,0,22,21,1108,1092,0,0
qtdeclarative/src/quick/util/qquicksvgparser.cpp,511,73,59,26,33,2,299,87,0,0,0,0,22,21,1093,1092,0,0
qtdeclarative/src/quick/qtquick2.cpp,109,21,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquickchangeset_p.h,83,20,91,43,48,2,299,87,0,0,0,0,23,21,1098,1092,0,0
qtdeclarative/src/quick/items/qquickspritesequence_p.h,82,8,50,25,25,1,295,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquickvaluetypes.cpp,587,151,373,341,32,3,274,87,0,2,2,0,27,21,1121,1092,0,0
qtdeclarative/tests/auto/quick/qquicktimer/tst_qquicktimer.cpp,273,14,441,24,417,2,299,20,0,1,1,0,24,21,1104,1092,0,0
qtdeclarative/src/qml/debugger/qqmlprofilerservice_p.h,181,23,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/draganddrop/main.cpp,1,1,16,8,8,3,87,7,0,0,0,0,31,21,1175,1092,0,0
qtdeclarative/src/qml/debugger/qqmlinspectorinterface_p.h,15,2,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquicktimer_p.h,44,0,161,25,136,2,299,20,0,1,1,0,24,21,1104,1092,0,0
qtdeclarative/src/qml/util/qqmlpropertymap.cpp,154,28,130,99,31,4,299,87,0,2,2,0,27,21,1112,1092,0,0
qtdeclarative/src/qml/doc/snippets/code/src_script_qjsengine.cpp,25,0,12,6,6,1,224,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/mousearea/main.cpp,1,1,16,8,8,3,274,7,0,0,0,0,31,21,1175,1092,0,0
qtdeclarative/tests/auto/quick/rendernode/tst_rendernode.cpp,159,18,54,27,27,3,299,87,0,0,0,0,28,21,1193,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgflashnode_p.h,12,1,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlparser/tst_qqmlparser.cpp,116,15,63,31,32,2,299,87,0,0,0,0,22,21,1094,1092,0,0
qtdeclarative/tests/auto/qml/qqmlvaluetypeproviders/testtypes.cpp,4,1,96,71,25,2,161,87,0,2,2,0,24,21,1113,1092,0,0
qtdeclarative/src/quick/scenegraph/coreapi/qsgrenderer_p.h,137,23,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/plugins/qmltooling/qmldbg_qtquick2/inspecttool.cpp,331,73,124,62,62,3,253,20,0,0,0,0,28,21,1146,1092,0,0
qtdeclarative/tests/auto/qml/qqmllocale/tst_qqmllocale.cpp,945,88,118,73,45,3,299,87,0,0,0,0,23,21,1094,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgflashnode.cpp,16,3,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8sqlerrors.cpp,16,1,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquickfocusscope_p.h,12,0,48,24,24,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/modelviews/stringlistmodel/main.cpp,15,1,89,6,83,2,87,8,0,1,1,0,23,21,1101,1092,0,0
qtdeclarative/src/particles/qquickparticleextruder_p.h,15,1,48,24,24,1,247,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/tutorials/extending/chapter1-basics/piechart.cpp,27,6,91,6,85,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/qml/qml/qqmlpropertyvalueinterceptor_p.h,17,0,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/plugins/qmltooling/qmldbg_qtquick2/highlight.h,46,3,50,25,25,1,365,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/qqmlengine_p.h,303,43,66,32,34,6,299,27,0,2,2,0,37,21,1174,1092,1,1
qtdeclarative/src/qml/qml/v4/qv4instruction.cpp,431,256,57,27,30,3,299,87,0,0,0,0,26,21,1137,1092,0,0
qtdeclarative/src/quick/scenegraph/coreapi/qsgdefaultrenderer_p.h,30,0,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,1,1
qtdeclarative/tests/auto/qml/qqmlincubator/tst_qqmlincubator.cpp,810,73,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/doc/snippets/qtjavascript/registeringvalues/main.cpp,8,1,12,6,6,1,224,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlmoduleplugin/invalidStrictModule/plugin.cpp,18,3,117,93,24,2,141,87,0,1,1,0,23,21,1111,1092,0,0
qtdeclarative/src/quick/items/qquicktextcontrol_p_p.h,68,1,69,32,37,5,376,23,0,0,0,0,27,21,1126,1092,2,2
qtdeclarative/tests/auto/qml/qqmlqt/tst_qqmlqt.cpp,682,37,232,203,29,3,299,87,0,3,3,0,26,21,1117,1092,0,0
qtdeclarative/src/quick/items/qquickspriteengine.cpp,574,158,52,26,26,2,383,87,0,0,0,0,25,21,1118,1092,1,1
qtdeclarative/examples/tutorials/extending/chapter5-listproperties/pieslice.h,20,0,88,6,82,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/particles/qquicktargetdirection.cpp,45,5,53,27,26,2,247,87,0,0,0,0,25,21,1184,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgdistancefieldglyphnode.cpp,265,46,52,26,26,2,383,87,0,0,0,0,25,21,1118,1092,0,0
qtdeclarative/tools/qmlprofiler/commandlistener.h,12,1,50,25,25,1,303,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/util/qquickstatechangescript.cpp,58,12,53,27,26,3,299,87,0,0,0,0,28,21,1200,1092,0,0
qtdeclarative/examples/qml/referenceexamples/methods/main.cpp,18,3,80,74,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/src/qml/qml/ftw/qhashedstring.cpp,360,78,181,55,126,4,299,70,0,1,1,0,28,21,1141,1092,0,0
qtdeclarative/src/qml/qml/v8/qv8domerrors_p.h,6,0,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/qml/qqmlvaluetypes/tst_qqmlvaluetypes.cpp,1087,42,163,134,29,5,299,87,0,2,2,0,29,21,1110,1092,0,0
qtdeclarative/tests/auto/particles/qquicktargetdirection/tst_qquicktargetdirection.cpp,37,4,50,25,25,1,421,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/examples/quick/modelviews/objectlistmodel/main.cpp,16,1,90,6,84,2,87,8,0,1,1,0,23,21,1101,1092,0,0
qtdeclarative/examples/qml/referenceexamples/extended/main.cpp,15,2,76,70,6,2,131,87,0,0,0,0,26,21,1160,1092,0,0
qtdeclarative/examples/tutorials/extending/chapter4-customPropertyTypes/piechart.cpp,21,5,82,6,76,2,299,9,0,0,0,0,29,21,1157,1092,0,0
qtdeclarative/src/quick/items/qquicktextcontrol.cpp,1315,295,349,92,257,7,376,23,0,0,0,0,30,21,1134,1092,2,2
qtdeclarative/tests/benchmarks/qml/holistic/testtypes.h,236,76,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/scenegraph/util/qsgdistancefieldutil_p.h,25,4,52,27,25,2,383,87,0,1,1,0,22,21,1094,1092,0,0
qtdeclarative/tests/auto/qml/qjsonbinding/tst_qjsonbinding.cpp,396,47,50,25,25,1,247,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/qqmlvme.cpp,890,333,200,116,84,15,299,9,0,3,3,0,52,21,1273,1092,3,3
qtdeclarative/tests/auto/quick/qquicklistview/incrementalmodel.cpp,35,10,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/qqmlincubator.h,61,0,48,24,24,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/doc/snippets/qml/qtbinding/context-advanced/applicationdata.h,8,1,12,6,6,1,224,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/qml/qml/qqmlvaluetype.cpp,363,85,160,111,49,5,299,87,0,3,3,0,28,21,1141,1092,0,0
qtdeclarative/src/quick/util/qquickstate.cpp,481,119,61,31,30,4,299,87,0,1,1,0,29,21,1266,1092,0,0
qtdeclarative/examples/qml/xmlhttprequest/main.cpp,1,1,18,9,9,3,281,7,0,0,0,0,31,21,1175,1092,0,0
qtdeclarative/src/qml/qml/ftw/qflagpointer_p.h,234,37,56,32,24,2,299,87,0,1,1,0,23,21,1114,1092,0,0
qtdeclarative/src/quick/scenegraph/qsgdistancefieldglyphnode_p.h,53,2,50,25,25,1,383,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquicktext.cpp,1563,352,677,384,293,14,383,23,0,3,3,0,42,21,1292,1092,5,4
qtdeclarative/src/quick/items/qquickaccessibleattached_p.h,74,11,54,25,29,2,352,87,0,0,0,0,22,21,1094,1092,0,0
qtdeclarative/src/qml/qml/v8/qjsconverter_impl_p.h,173,47,50,25,25,1,299,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/quick/items/qquicktext_p.h,199,0,58,34,24,2,383,87,0,0,0,0,22,21,1106,1092,0,0
qtdeclarative/src/quick/items/qquickitemviewtransition.cpp,439,118,69,35,34,5,295,20,0,1,1,0,34,21,1282,1092,1,1
qtdeclarative/src/qml/qml/v8/qv8objectresource_p.h,15,1,50,25,25,1,236,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/src/particles/qquickage_p.h,43,5,50,25,25,1,247,87,0,0,0,0,21,21,1092,1092,0,0
qtdeclarative/tests/auto/quick/qquickdroparea/tst_qquickdroparea.cpp,919,15,200,100,100,8,299,20,0,0,0,0,38,21,1254,1092,0,0
